log_id,timestamp,user_id,user_name,user_role,action,table_affected,record_id,old_value,new_value,ip_address,device_info,status,error_message
AL-000177,2023-08-12 14:55:00,USER-003,Amit Patel,Labour Inspector,Sync,environmental_readings,REC-09505,old_72,new_56,192.168.224.242,Mac OS,Success,
AL-000178,2023-10-02 16:23:00,USER-002,Sita Devi,Environmental Officer,Reject,environmental_readings,REC-01582,old_18,new_56,192.168.133.26,Mac OS,Success,
AL-000179,2023-09-07 13:12:00,USER-003,Amit Patel,Labour Inspector,Approve,equipment,REC-08626,old_8,new_42,192.168.77.51,Linux,Success,
AL-000180,2023-08-21 05:41:00,USER-001,Rajesh Kumar,Safety Officer,Reject,contractors,REC-00323,old_7,new_93,192.168.47.41,Windows 10,Success,
AL-000181,2023-08-16 18:25:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_38,new_36,192.168.227.54,Linux,Success,
AL-000182,2023-04-08 13:09:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_32,new_22,192.168.196.18,Mac OS,Success,
AL-000183,2023-01-05 02:50:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_72,new_30,192.168.158.8,Windows 10,Success,
AL-000184,2023-11-30 10:49:00,USER-002,Sita Devi,Environmental Officer,Sync,documents,REC-06931,old_58,new_39,192.168.2.156,Windows 10,Success,
AL-000185,2023-10-03 13:35:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_1,new_89,192.168.240.223,Mac OS,Success,
AL-000186,2023-10-06 15:01:00,USER-003,Amit Patel,Labour Inspector,Reject,mine_master,REC-02235,old_70,new_95,192.168.206.15,Windows 10,Success,
AL-000187,2023-03-31 19:14:00,USER-003,Amit Patel,Labour Inspector,Update,incidents,REC-03217,old_51,new_98,192.168.200.211,Linux,Success,
AL-000188,2023-07-08 13:23:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_44,new_78,192.168.33.181,Linux,Success,
AL-000189,2023-07-06 03:57:00,USER-003,Amit Patel,Labour Inspector,Reject,worker_attendance,REC-05273,old_32,new_98,192.168.198.190,Windows 10,Success,
AL-000190,2023-07-16 20:34:00,USER-003,Amit Patel,Labour Inspector,Reject,documents,REC-07925,old_16,new_45,192.168.52.185,Mac OS,Success,
AL-000191,2023-07-21 10:09:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_12,new_17,192.168.1.29,Mac OS,Success,
AL-000192,2023-03-02 12:06:00,USER-003,Amit Patel,Labour Inspector,Update,inspections,REC-04159,old_16,new_94,192.168.157.3,Linux,Success,
AL-000193,2023-07-02 18:20:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_11,new_44,192.168.61.139,Mac OS,Success,
AL-000194,2023-01-15 22:42:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_100,new_64,192.168.183.124,Mac OS,Success,
AL-000195,2023-06-26 20:39:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_33,new_90,192.168.67.178,Windows 10,Success,
AL-000196,2023-01-09 20:58:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_57,new_61,192.168.202.100,Windows 10,Success,
AL-000197,2023-08-19 05:05:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_72,new_42,192.168.227.141,Linux,Success,
AL-000198,2023-12-07 07:26:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_98,new_31,192.168.2.197,Linux,Success,
AL-000199,2023-01-26 12:07:00,USER-002,Sita Devi,Environmental Officer,Approve,corrective_actions,REC-09590,old_2,new_22,192.168.44.191,Windows 10,Success,
AL-000200,2023-08-07 21:09:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_54,new_85,192.168.209.11,Mac OS,Success,
AL-000201,2023-11-01 03:23:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_40,new_56,192.168.182.84,Mac OS,Success,
AL-000202,2023-09-15 23:11:00,USER-002,Sita Devi,Environmental Officer,Sync,inspections,REC-05692,old_16,new_96,192.168.252.46,Linux,Success,
AL-000203,2023-03-19 14:40:00,USER-002,Sita Devi,Environmental Officer,Create,worker_attendance,REC-00350,old_36,new_98,192.168.31.116,Linux,Success,
AL-000204,2023-01-19 17:13:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_46,new_77,192.168.60.250,Linux,Success,
AL-000205,2023-03-09 00:53:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_48,new_28,192.168.117.190,Mac OS,Success,
AL-000206,2023-07-31 17:12:00,USER-001,Rajesh Kumar,Safety Officer,Reject,incidents,REC-00482,old_26,new_4,192.168.57.227,Linux,Success,
AL-000207,2023-02-18 08:50:00,USER-001,Rajesh Kumar,Safety Officer,Approve,documents,REC-06375,old_12,new_39,192.168.185.87,Windows 10,Success,
AL-000208,2023-02-14 03:11:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_53,new_2,192.168.189.24,Mac OS,Success,
AL-000209,2023-08-01 20:09:00,USER-001,Rajesh Kumar,Safety Officer,Approve,production_monthly,REC-01205,old_47,new_22,192.168.65.2,Windows 10,Success,
AL-000210,2023-04-11 21:29:00,USER-003,Amit Patel,Labour Inspector,Approve,production_monthly,REC-00627,old_100,new_73,192.168.37.134,Mac OS,Success,
AL-000211,2023-09-26 04:05:00,USER-003,Amit Patel,Labour Inspector,Approve,environmental_readings,REC-03981,old_58,new_92,192.168.170.3,Linux,Success,
AL-000212,2023-03-08 09:28:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_13,new_16,192.168.62.209,Linux,Success,
AL-000213,2023-02-26 18:10:00,USER-003,Amit Patel,Labour Inspector,Create,corrective_actions,REC-04666,old_73,new_95,192.168.18.63,Mac OS,Success,
AL-000214,2023-03-15 17:26:00,USER-001,Rajesh Kumar,Safety Officer,Delete,mine_master,REC-01401,old_35,new_7,192.168.119.72,Linux,Success,
AL-000215,2023-04-09 20:05:00,USER-002,Sita Devi,Environmental Officer,Sync,corrective_actions,REC-08089,old_100,new_85,192.168.181.87,Mac OS,Failed,Permission denied
AL-000216,2023-03-03 05:24:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_29,new_56,192.168.11.6,Mac OS,Success,
AL-000217,2023-07-06 05:10:00,USER-003,Amit Patel,Labour Inspector,Reject,inspections,REC-01028,old_7,new_22,192.168.82.238,Mac OS,Success,
AL-000218,2023-02-02 06:16:00,USER-003,Amit Patel,Labour Inspector,Approve,corrective_actions,REC-08908,old_38,new_50,192.168.75.62,Mac OS,Success,
AL-000219,2023-01-19 09:59:00,USER-002,Sita Devi,Environmental Officer,Create,equipment,REC-03788,old_53,new_6,192.168.57.238,Mac OS,Success,
AL-000220,2023-03-26 21:43:00,USER-002,Sita Devi,Environmental Officer,Create,incidents,REC-07897,old_2,new_32,192.168.100.57,Linux,Success,
AL-000221,2023-07-24 19:52:00,USER-001,Rajesh Kumar,Safety Officer,Sync,production_monthly,REC-03551,old_6,new_10,192.168.75.250,Windows 10,Success,
AL-000222,2023-11-21 05:29:00,USER-002,Sita Devi,Environmental Officer,Update,worker_attendance,REC-01131,old_93,new_24,192.168.192.108,Linux,Success,
AL-000223,2023-03-04 13:52:00,USER-001,Rajesh Kumar,Safety Officer,Delete,corrective_actions,REC-04700,old_92,new_11,192.168.248.76,Mac OS,Success,
AL-000224,2023-07-01 15:22:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_36,new_66,192.168.39.220,Linux,Success,
AL-000225,2023-04-02 23:20:00,USER-002,Sita Devi,Environmental Officer,Delete,equipment,REC-08775,old_32,new_62,192.168.137.200,Windows 10,Success,
AL-000226,2023-03-24 14:31:00,USER-001,Rajesh Kumar,Safety Officer,Reject,inspections,REC-00353,old_74,new_30,192.168.20.114,Linux,Success,
AL-000227,2023-07-29 14:30:00,USER-002,Sita Devi,Environmental Officer,Reject,corrective_actions,REC-04453,old_5,new_13,192.168.160.85,Linux,Success,
AL-000228,2023-07-07 07:52:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_37,new_60,192.168.60.181,Linux,Success,
AL-000229,2023-11-28 18:07:00,USER-001,Rajesh Kumar,Safety Officer,Reject,grievances,REC-09370,old_89,new_7,192.168.75.253,Windows 10,Success,
AL-000230,2023-09-07 16:52:00,USER-003,Amit Patel,Labour Inspector,Approve,worker_attendance,REC-05327,old_57,new_69,192.168.142.141,Linux,Success,
AL-000231,2023-05-31 11:21:00,USER-001,Rajesh Kumar,Safety Officer,Update,mine_master,REC-00973,old_91,new_74,192.168.250.56,Linux,Success,
AL-000232,2023-05-25 02:05:00,USER-003,Amit Patel,Labour Inspector,Update,corrective_actions,REC-03921,old_90,new_70,192.168.243.117,Linux,Success,
AL-000233,2023-12-27 15:49:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_24,new_30,192.168.74.179,Windows 10,Success,
AL-000234,2023-12-26 13:08:00,USER-002,Sita Devi,Environmental Officer,Approve,environmental_readings,REC-06985,old_2,new_11,192.168.196.92,Mac OS,Success,
AL-000235,2023-07-29 00:04:00,USER-003,Amit Patel,Labour Inspector,Sync,incidents,REC-02634,old_78,new_84,192.168.21.112,Mac OS,Success,
AL-000236,2023-11-16 10:37:00,USER-002,Sita Devi,Environmental Officer,Approve,contractors,REC-07265,old_31,new_16,192.168.84.170,Mac OS,Success,
AL-000237,2023-01-01 20:40:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_28,new_14,192.168.38.159,Windows 10,Success,
AL-000238,2023-06-28 13:23:00,USER-003,Amit Patel,Labour Inspector,Delete,documents,REC-06475,old_16,new_25,192.168.251.214,Mac OS,Failed,Invalid ID
AL-000239,2023-03-19 12:11:00,USER-003,Amit Patel,Labour Inspector,Sync,production_monthly,REC-01457,old_64,new_43,192.168.191.95,Linux,Success,
AL-000240,2023-02-16 09:46:00,USER-001,Rajesh Kumar,Safety Officer,Reject,equipment,REC-03845,old_39,new_7,192.168.135.78,Windows 10,Success,
AL-000241,2023-08-21 21:04:00,USER-002,Sita Devi,Environmental Officer,Create,corrective_actions,REC-07920,old_26,new_51,192.168.161.64,Linux,Success,
AL-000242,2023-11-03 03:43:00,USER-001,Rajesh Kumar,Safety Officer,Delete,documents,REC-06350,old_37,new_73,192.168.127.176,Linux,Success,
AL-000243,2023-02-22 00:52:00,USER-002,Sita Devi,Environmental Officer,Update,mine_master,REC-03783,old_41,new_83,192.168.253.152,Linux,Success,
AL-000244,2023-10-09 00:36:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_29,new_63,192.168.189.204,Windows 10,Success,
AL-000245,2023-03-20 05:31:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_13,new_90,192.168.156.204,Windows 10,Success,
AL-000246,2023-08-13 12:19:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_62,new_75,192.168.38.177,Windows 10,Success,
AL-000247,2023-12-31 13:36:00,USER-001,Rajesh Kumar,Safety Officer,Update,worker_attendance,REC-02008,old_18,new_36,192.168.32.206,Windows 10,Success,
AL-000248,2023-03-29 09:50:00,USER-001,Rajesh Kumar,Safety Officer,Approve,environmental_readings,REC-04531,old_34,new_27,192.168.184.137,Windows 10,Success,
AL-000249,2023-07-10 10:49:00,USER-003,Amit Patel,Labour Inspector,Approve,grievances,REC-07291,old_55,new_58,192.168.123.193,Mac OS,Success,
AL-000250,2023-01-17 19:32:00,USER-003,Amit Patel,Labour Inspector,Approve,mine_master,REC-00602,old_14,new_14,192.168.115.5,Mac OS,Success,
AL-000251,2023-01-08 10:13:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_73,new_50,192.168.171.28,Linux,Success,
AL-000252,2023-11-13 00:49:00,USER-001,Rajesh Kumar,Safety Officer,Update,worker_attendance,REC-07482,old_23,new_52,192.168.173.245,Windows 10,Success,
AL-000253,2023-12-11 21:19:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_12,new_34,192.168.169.141,Mac OS,Success,
AL-000254,2023-12-28 13:39:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_79,new_21,192.168.75.247,Windows 10,Success,
AL-000255,2023-04-17 12:46:00,USER-003,Amit Patel,Labour Inspector,Update,incidents,REC-01829,old_82,new_40,192.168.20.243,Windows 10,Success,
AL-000256,2023-12-15 09:03:00,USER-002,Sita Devi,Environmental Officer,Create,inspections,REC-06272,old_30,new_75,192.168.30.200,Windows 10,Success,
AL-000257,2023-05-30 08:32:00,USER-002,Sita Devi,Environmental Officer,Reject,grievances,REC-08806,old_63,new_20,192.168.71.251,Windows 10,Success,
AL-000258,2023-06-26 18:19:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_3,new_66,192.168.161.139,Linux,Success,
AL-000259,2023-04-20 14:23:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_66,new_69,192.168.78.56,Windows 10,Success,
AL-000260,2023-06-18 16:00:00,USER-001,Rajesh Kumar,Safety Officer,Approve,equipment,REC-04102,old_75,new_32,192.168.113.83,Windows 10,Success,
AL-000261,2023-03-17 12:11:00,USER-003,Amit Patel,Labour Inspector,Create,grievances,REC-08504,old_60,new_66,192.168.167.90,Mac OS,Success,
AL-000262,2023-09-14 02:10:00,USER-002,Sita Devi,Environmental Officer,Delete,incidents,REC-06216,old_65,new_70,192.168.215.232,Mac OS,Success,
AL-000263,2023-12-30 10:43:00,USER-002,Sita Devi,Environmental Officer,Reject,worker_attendance,REC-06223,old_61,new_35,192.168.99.148,Windows 10,Success,
AL-000264,2023-08-08 00:40:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_85,new_30,192.168.243.73,Windows 10,Success,
AL-000265,2023-03-03 09:15:00,USER-001,Rajesh Kumar,Safety Officer,Sync,mine_master,REC-04314,old_27,new_22,192.168.204.81,Mac OS,Success,
AL-000266,2023-06-10 07:09:00,USER-003,Amit Patel,Labour Inspector,Sync,environmental_readings,REC-02986,old_45,new_54,192.168.13.145,Linux,Success,
AL-000267,2023-04-09 04:33:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_59,new_53,192.168.39.234,Linux,Success,
AL-000268,2023-02-25 16:46:00,USER-001,Rajesh Kumar,Safety Officer,Delete,corrective_actions,REC-08626,old_77,new_49,192.168.247.6,Linux,Success,
AL-000269,2023-09-20 08:55:00,USER-003,Amit Patel,Labour Inspector,Reject,contractors,REC-08095,old_53,new_57,192.168.193.155,Mac OS,Success,
AL-000270,2023-05-07 13:26:00,USER-002,Sita Devi,Environmental Officer,Update,mine_master,REC-04156,old_36,new_26,192.168.186.140,Mac OS,Success,
AL-000271,2023-11-07 11:55:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_30,new_9,192.168.234.218,Linux,Success,
AL-000272,2023-07-27 21:26:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_41,new_60,192.168.99.72,Linux,Success,
AL-000273,2023-07-27 17:29:00,USER-001,Rajesh Kumar,Safety Officer,Reject,equipment,REC-04197,old_18,new_75,192.168.37.61,Linux,Success,
AL-000274,2023-08-01 22:40:00,USER-001,Rajesh Kumar,Safety Officer,Create,mine_master,REC-09356,old_72,new_16,192.168.163.138,Windows 10,Success,
AL-000275,2023-11-20 17:02:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_22,new_24,192.168.55.9,Windows 10,Success,
AL-000276,2023-02-18 20:28:00,USER-001,Rajesh Kumar,Safety Officer,Create,documents,REC-09739,old_66,new_46,192.168.30.14,Linux,Success,
AL-000277,2023-02-13 18:40:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_5,new_57,192.168.69.109,Windows 10,Success,
AL-000278,2023-08-22 02:46:00,USER-002,Sita Devi,Environmental Officer,Approve,documents,REC-05659,old_18,new_93,192.168.251.188,Mac OS,Success,
AL-000279,2023-05-01 03:36:00,USER-001,Rajesh Kumar,Safety Officer,Reject,equipment,REC-08669,old_87,new_85,192.168.8.152,Mac OS,Success,
AL-000280,2023-03-20 11:39:00,USER-002,Sita Devi,Environmental Officer,Approve,environmental_readings,REC-01085,old_20,new_50,192.168.168.12,Windows 10,Success,
AL-000281,2023-04-02 14:09:00,USER-002,Sita Devi,Environmental Officer,Create,production_monthly,REC-04644,old_60,new_80,192.168.32.254,Linux,Success,
AL-000282,2023-05-27 09:36:00,USER-002,Sita Devi,Environmental Officer,Create,corrective_actions,REC-03585,old_58,new_9,192.168.139.69,Mac OS,Success,
AL-000283,2023-09-25 19:23:00,USER-001,Rajesh Kumar,Safety Officer,Delete,mine_master,REC-09579,old_21,new_96,192.168.6.50,Mac OS,Success,
AL-000284,2023-02-20 08:17:00,USER-003,Amit Patel,Labour Inspector,Approve,contractors,REC-04047,old_47,new_28,192.168.197.147,Mac OS,Success,
AL-000285,2023-12-19 18:39:00,USER-001,Rajesh Kumar,Safety Officer,Reject,inspections,REC-00103,old_40,new_81,192.168.175.61,Windows 10,Success,
AL-000286,2023-11-04 14:01:00,USER-003,Amit Patel,Labour Inspector,Sync,inspections,REC-03247,old_5,new_59,192.168.78.140,Windows 10,Success,
AL-000287,2023-11-11 10:38:00,USER-003,Amit Patel,Labour Inspector,Delete,inspections,REC-09943,old_47,new_32,192.168.226.25,Linux,Success,
AL-000288,2023-07-06 08:56:00,USER-003,Amit Patel,Labour Inspector,Approve,grievances,REC-04285,old_72,new_11,192.168.182.179,Linux,Success,
AL-000289,2023-12-21 11:40:00,USER-003,Amit Patel,Labour Inspector,Update,corrective_actions,REC-06896,old_8,new_63,192.168.111.186,Linux,Success,
AL-000290,2023-06-16 22:13:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_27,new_7,192.168.182.82,Mac OS,Success,
AL-000291,2023-06-03 14:20:00,USER-002,Sita Devi,Environmental Officer,Delete,equipment,REC-06081,old_89,new_82,192.168.95.197,Mac OS,Success,
AL-000292,2023-06-23 16:25:00,USER-001,Rajesh Kumar,Safety Officer,Delete,corrective_actions,REC-00020,old_17,new_33,192.168.223.34,Mac OS,Success,
AL-000293,2023-08-21 09:56:00,USER-001,Rajesh Kumar,Safety Officer,Update,worker_attendance,REC-02036,old_79,new_44,192.168.157.86,Mac OS,Success,
AL-000294,2023-03-11 10:49:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_28,new_50,192.168.167.149,Mac OS,Success,
AL-000295,2023-08-20 07:10:00,USER-001,Rajesh Kumar,Safety Officer,Reject,incidents,REC-07144,old_54,new_15,192.168.40.101,Linux,Success,
AL-000296,2023-07-11 02:07:00,USER-002,Sita Devi,Environmental Officer,Approve,documents,REC-08373,old_31,new_95,192.168.144.128,Linux,Success,
AL-000297,2023-05-14 18:43:00,USER-002,Sita Devi,Environmental Officer,Create,equipment,REC-00036,old_93,new_84,192.168.204.203,Windows 10,Success,
AL-000298,2023-03-10 17:25:00,USER-001,Rajesh Kumar,Safety Officer,Approve,documents,REC-01322,old_15,new_15,192.168.246.191,Windows 10,Success,
AL-000299,2023-01-08 06:51:00,USER-001,Rajesh Kumar,Safety Officer,Create,environmental_readings,REC-02378,old_76,new_79,192.168.47.19,Linux,Success,
AL-000300,2023-05-05 23:12:00,USER-002,Sita Devi,Environmental Officer,Reject,corrective_actions,REC-07789,old_43,new_41,192.168.6.64,Linux,Success,
AL-000301,2023-02-19 23:30:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_96,new_59,192.168.26.37,Windows 10,Success,
AL-000302,2023-08-26 02:09:00,USER-002,Sita Devi,Environmental Officer,Delete,mine_master,REC-09477,old_11,new_96,192.168.62.161,Mac OS,Success,
AL-000303,2023-07-26 11:29:00,USER-002,Sita Devi,Environmental Officer,Update,incidents,REC-05888,old_41,new_13,192.168.231.144,Linux,Success,
AL-000304,2023-04-28 05:27:00,USER-002,Sita Devi,Environmental Officer,Approve,grievances,REC-06391,old_73,new_18,192.168.121.255,Mac OS,Success,
AL-000305,2023-04-24 23:58:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_27,new_96,192.168.242.239,Linux,Success,
AL-000306,2023-04-10 23:39:00,USER-002,Sita Devi,Environmental Officer,Delete,inspections,REC-09529,old_99,new_82,192.168.169.249,Windows 10,Failed,Invalid ID
AL-000307,2023-05-17 06:25:00,USER-001,Rajesh Kumar,Safety Officer,Delete,grievances,REC-06665,old_99,new_33,192.168.4.25,Mac OS,Success,
AL-000308,2023-06-13 21:52:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_59,new_64,192.168.38.235,Linux,Success,
AL-000309,2023-06-16 23:01:00,USER-001,Rajesh Kumar,Safety Officer,Sync,equipment,REC-01047,old_43,new_54,192.168.233.123,Mac OS,Success,
AL-000310,2023-05-25 12:10:00,USER-003,Amit Patel,Labour Inspector,Approve,mine_master,REC-00054,old_95,new_24,192.168.242.172,Mac OS,Success,
AL-000311,2023-05-20 00:10:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_58,new_19,192.168.28.176,Linux,Success,
AL-000312,2023-10-20 16:32:00,USER-001,Rajesh Kumar,Safety Officer,Create,mine_master,REC-04956,old_51,new_7,192.168.168.92,Mac OS,Success,
AL-000313,2023-01-27 06:49:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_49,new_80,192.168.151.122,Windows 10,Success,
AL-000314,2023-10-17 08:23:00,USER-001,Rajesh Kumar,Safety Officer,Sync,corrective_actions,REC-03760,old_40,new_32,192.168.1.37,Linux,Success,
AL-000315,2023-01-30 11:14:00,USER-002,Sita Devi,Environmental Officer,Approve,contractors,REC-00537,old_11,new_83,192.168.175.184,Mac OS,Success,
AL-000316,2023-04-04 10:15:00,USER-001,Rajesh Kumar,Safety Officer,Delete,documents,REC-07597,old_85,new_84,192.168.232.101,Linux,Success,
AL-000317,2023-05-22 00:19:00,USER-003,Amit Patel,Labour Inspector,Delete,contractors,REC-08268,old_78,new_83,192.168.251.105,Windows 10,Success,
AL-000318,2023-07-10 17:40:00,USER-001,Rajesh Kumar,Safety Officer,Update,equipment,REC-00277,old_88,new_48,192.168.64.93,Mac OS,Success,
AL-000319,2023-03-30 15:02:00,USER-003,Amit Patel,Labour Inspector,Delete,contractors,REC-01333,old_24,new_83,192.168.35.66,Mac OS,Success,
AL-000320,2023-01-05 22:36:00,USER-001,Rajesh Kumar,Safety Officer,Update,incidents,REC-06066,old_74,new_1,192.168.93.16,Mac OS,Failed,Invalid ID
